"user_id","country_code","region","marketing_channel","signup_method"
"58092bfc","US","NA","Direct","Desktop"
"af7b8ee3","PL","EMEA","Direct","Desktop"
"b8360561","HK","APAC","Direct","Mobile"
"bd407f51","US","NA","Direct","Desktop"
"c69ceed5","FR","EMEA","Direct","Desktop"
"c7a8c6d9","US","NA","Direct","Desktop"
"cbd63f2c","US","NA","Direct","Desktop"
"a7cdcb21","US","NA","Direct","Desktop"
"f5ee43fb","MX","LATAM","Direct","Mobile"
"1035eb18","JP","APAC","Direct","Desktop"
"2.00E+238","US","NA","Direct","Desktop"
"5ce6126a","CA","NA","Direct","Mobile"
"3678f9d2","US","NA","Direct","Desktop"
"f4d4ecf6","ES","EMEA","Direct","Mobile"
"f56642bd","US","NA","Direct","Desktop"
"fd229254","PG","APAC","Social Media","Tablet"
"fe6fed04","DE","EMEA","Direct","Desktop"
"ff81bcef","IT","EMEA","Direct","Mobile"
"9472669","AU","APAC","Direct","Desktop"
"11aac754","MX","LATAM","Direct","Desktop"
"330cf8c7","DE","EMEA","Direct","Desktop"
"5ee71b91","US","NA","Direct","Desktop"
"5dabf359","US","NA","Direct","Desktop"
"76684bf5","US","NA","Email","Mobile"
"69d5fd2e","US","NA","Direct","Mobile"
"8ab6497b","DK","EMEA","Direct","Desktop"
"9681c0d8","US","NA","Social Media","Tablet"
"94f524fd","CA","NA","Direct","Desktop"
"aa01196b","ZA","EMEA","Direct","Desktop"
"bba16998","US","NA","Direct","Desktop"
"ab6156ce","GB","EMEA","Direct","Desktop"
"b0e62d0f","US","NA","Email","Mobile"
"c3c7189a","SE","EMEA","Direct","Desktop"
"c83e0943","IL","EMEA","Email","Mobile"
"d2926691","CH","EMEA","Direct","Mobile"
"e0a212fa","PL","EMEA","Direct","Desktop"
"ef57b213","BE","EMEA","Direct","Mobile"
"f5f38fec","US","NA","Direct","Desktop"
"37ab9c7c","US","NA","Direct","Mobile"
"7.65E+53","US","NA","Direct","Desktop"
"7.23E+70","NL","EMEA","Direct","Desktop"
"022738f3","US","NA","Direct","Desktop"
"07935d7f","AR","LATAM","Direct","Desktop"
"09607c8a","NL","EMEA","Direct","Desktop"
"397e26c4","ES","EMEA","Direct","Mobile"
"0ecfda7e","DK","EMEA","Direct","Mobile"
"4cd00668","US","NA","Direct","Mobile"
"8a7a2755","US","NA","Direct","Desktop"
"8c953eb1","JP","APAC","Affiliate","Unknown"
"aadc913c","AU","APAC","Direct","Desktop"
"a85cfa0d","JP","APAC","Direct","Desktop"
"ca5a2cc3","DE","EMEA","Direct","Desktop"
"08b4d000","US","NA","Direct","Desktop"
"228788f0","MX","LATAM","Direct","Desktop"
"73cd10ea","BR","LATAM","Email","Mobile"
"23f14327","IL","EMEA","Email","Mobile"
"26e54b8d","US","NA","Email","Mobile"
"2da9b475","US","NA","Direct","Desktop"
"33f277ab","US","NA","Direct","Desktop"
"3cb8dc4f","US","NA","Email","Mobile"
"4c412f8a","GL","NA","Direct","Desktop"
"521d3741","US","NA","Email","Mobile"
"6612a99b","NO","EMEA","Direct","Desktop"
"67a3ba58","FR","EMEA","Direct","Desktop"
"6b721356","US","NA","Direct","Desktop"
"89c3bcac","US","NA","Direct","Desktop"
"729776de","US","NA","Direct","Desktop"
"75069e6c","NL","EMEA","Direct","Desktop"
"7edc9efb","GB","EMEA","Direct","Mobile"
"895823a8","AU","APAC","Email","Mobile"
"8ffa90c4","CH","EMEA","Direct","Desktop"
"a61eb599","US","NA","Direct","Desktop"
"b19393d5","DE","EMEA","Direct","Desktop"
"e1744b38","PL","EMEA","Direct","Desktop"
"e6a8fb42","MX","LATAM","Direct","Desktop"
"fb236955","US","NA","Unknown","Unknown"
"ff0916cb","US","NA","Direct","Mobile"
"fff7125b","DE","EMEA","Direct","Mobile"
"105068a9","CA","NA","Direct","Mobile"
"8c616148","MX","LATAM","Direct","Desktop"
"1984a5d6","KR","APAC","Direct","Desktop"
"1ba5afd1","DE","EMEA","Direct","Mobile"
"4c763ae9","US","NA","Affiliate","Unknown"
"c29f626f","CA","NA","Affiliate","Unknown"
"4a957346","AR","LATAM","Email","Mobile"
"99360927","US","NA","Email","Mobile"
"031f879e","CH","EMEA","Direct","Desktop"
"0b8e9846","KR","APAC","Direct","Desktop"
"0d996c19","US","NA","Email","Mobile"
"0da1ded5","US","NA","Direct","Desktop"
"0140329f","BE","EMEA","Direct","Desktop"
"2371dfd4","CH","EMEA","Email","Mobile"
"20d8dba3","FR","EMEA","Direct","Desktop"
"2a70080a","US","NA","Direct","Desktop"
"32a88acc","CA","NA","Direct","Desktop"
"388c854c","BR","LATAM","Email","Mobile"
"438dd4e3","DE","EMEA","Direct","Desktop"
"4bbf9dd6","SG","APAC","Direct","Desktop"
"3d0c1703","US","NA","Direct","Desktop"
"4fa0f395","US","NA","Social Media","Tablet"
"96efc884","BE","EMEA","Email","Mobile"
"a7684b7e","GB","EMEA","Direct","Desktop"
"5abb1ba0","GB","EMEA","Direct","Desktop"
"897aa2f4","US","NA","Direct","Desktop"
"c729c97e","PT","EMEA","Direct","Desktop"
"e5a48b7a","GB","EMEA","Direct","Desktop"
"ea6539d2","CA","NA","Affiliate","Unknown"
"525caa03","US","NA","Direct","Mobile"
"59ce7700","DE","EMEA","Direct","Desktop"
"70425fa6","KR","APAC","Direct","Desktop"
"2dab5951","SE","EMEA","Direct","Desktop"
"2df0e01b","US","NA","Direct","Desktop"
"a701bdf9","US","NA","Direct","Desktop"
"f736786c","AU","APAC","Direct","Desktop"
"ffc91a65","US","NA","Direct","Desktop"
"9.33E+11","US","NA","Direct","Desktop"
"f7629153","US","NA","Direct","Mobile"
"254d86be","PH","APAC","Direct","Mobile"
"1ccff8eb","LV","EMEA","Direct","Desktop"
"329901b9","NL","EMEA","Direct","Desktop"
"345d1fb0","SG","APAC","Email","Mobile"
"3b471d31","US","NA","Email","Mobile"
"83c1aa37","AU","APAC","Direct","Desktop"
"6d7b5b11","US","NA","Email","Mobile"
"6e007c0b","PE","LATAM","Social Media","Tablet"
"6eee6248","KR","APAC","Direct","Mobile"
"9497c4cc","CA","NA","Direct","Desktop"
"7e9e6654","AU","APAC","Direct","Desktop"
"8160152d","RU","APAC","Email","Mobile"
"83aeda02","US","NA","Email","Mobile"
"93c917d8","US","NA","Direct","Desktop"
"97d5c568","US","NA","Direct","Desktop"
"9e58852a","US","NA","Direct","Desktop"
"b047830f","CA","NA","Direct","Desktop"
"bfbee31a","US","NA","Direct","Desktop"
"d8a83ca0","US","NA","Direct","Desktop"
"da45ac41","HK","APAC","Unknown","Unknown"
"ee92224a","GB","EMEA","Email","Mobile"
"cd4dd394","BR","LATAM","Affiliate","Unknown"
"7.40E+154","US","NA","Direct","Mobile"
"0f1cc2c6","US","NA","Direct","Desktop"
"14958d51","US","NA","Direct","Desktop"
"603dbbb6","PL","EMEA","Direct","Desktop"
"643a7f58","GB","EMEA","Direct","Desktop"
"2ad57cd5","US","NA","Direct","Desktop"
"854054ed","US","NA","Direct","Desktop"
"11660033","ES","EMEA","Direct","Desktop"
"c2a4ce69","PL","EMEA","Direct","Desktop"
"421d23f8","BR","LATAM","Direct","Desktop"
"2fd36a2b","US","NA","Direct","Desktop"
"928674a2","US","NA","Direct","Desktop"
"971bee21","US","NA","Direct","Desktop"
"212bacf0","AU","APAC","Direct","Desktop"
"26d46a80","ZW","EMEA","Direct","Desktop"
"0372ae5d","US","NA","Direct","Desktop"
"093c3f18","GB","EMEA","Direct","Desktop"
"3fedbd61","DE","EMEA","Direct","Desktop"
"418367f2","US","NA","Email","Mobile"
"4185d427","US","NA","Direct","Desktop"
"4601466b","US","NA","Email","Mobile"
"468c8ebe","US","NA","Email","Mobile"
"4fc20424","DE","EMEA","Direct","Desktop"
"52be3d22","US","NA","Email","Mobile"
"5aa8c183","JP","APAC","Direct","Mobile"
"0ba75b60","US","NA","Direct","Mobile"
"653e377d","US","NA","Direct","Desktop"
"653e377d","NZ","APAC","Direct","Desktop"
"65c71df0","US","NA","Direct","Desktop"
"11a96d23","US","NA","Direct","Mobile"
"730e98be","IN","APAC","Direct","Desktop"
"7c45085c","CA","NA","Direct","Desktop"
"7c45085c","GB","EMEA","Direct","Desktop"
"8714e62e","DE","EMEA","Direct","Desktop"
"149f0f49","BE","EMEA","Direct","Desktop"
"961e2028","DE","EMEA","Direct","Desktop"
"c1eec123","US","NA","Direct","Desktop"
"318fa1f1","US","NA","Direct","Mobile"
"d3bd23e6","US","NA","Direct","Desktop"
"ef0b1740","GB","EMEA","Direct","Desktop"
"3cd5e001","US","NA","Direct","Desktop"
"87522111","US","NA","Direct","Desktop"
"0c9d06b1","US","NA","Email","Mobile"
"4bddd586","US","NA","Direct","Desktop"
"0f554c88","US","NA","Email","Mobile"
"2af2e7ec","US","NA","Direct","Desktop"
"2e61c769","NA","EMEA","Direct","Desktop"
"5ec13439","US","NA","Direct","Desktop"
"bc5bca03","NZ","APAC","Direct","Desktop"
"d82c2db4","US","NA","Direct","Mobile"
"db90cfa6","US","NA","Email","Mobile"
"23782553","DE","EMEA","Direct","Desktop"
"173965ec","US","NA","Direct","Desktop"
"45811c3e","US","NA","Direct","Mobile"
"487a32dc","US","NA","Direct","Mobile"
"4bc17ffc","FR","EMEA","Direct","Desktop"
"4f086b0c","US","NA","Direct","Desktop"
"645ab7d2","US","NA","Email","Mobile"
"7bb7f9e4","US","NA","Direct","Mobile"
"7f4c929f","US","NA","Direct","Mobile"
"82c554a6","US","NA","Direct","Desktop"
"8afbfa28","BE","EMEA","Affiliate","Unknown"
"3eea2de9","AU","APAC","Direct","Desktop"
"a17d9794","IE","EMEA","Email","Mobile"
"a2e6368d","FR","EMEA","Direct","Desktop"
"63dc5048","US","NA","Direct","Desktop"
"67d91513","US","NA","Email","Mobile"
"b0748f16","US","NA","Email","Mobile"
"b37fc6b6","US","NA","Direct","Desktop"
"b5e50652","AU","APAC","Direct","Desktop"
"9eb3e263","KR","APAC","Direct","Desktop"
"d360e026","US","NA","Direct","Desktop"
"d7adf2da","JP","APAC","Email","Mobile"
"d8bed207","DE","EMEA","Direct","Desktop"
"e34a7272","US","NA","Email","Mobile"
"e675b457","US","NA","Direct","Desktop"
"9eb3e263","US","NA","Direct","Desktop"
"a3852466","US","NA","Direct","Desktop"
"f3785e2f","GB","EMEA","Direct","Desktop"
"f4142de1","JP","APAC","Direct","Desktop"
"fcbee7ea","GB","EMEA","Direct","Desktop"
"2c1a1c22","US","NA","Email","Mobile"
"35cc2567","US","NA","Email","Mobile"
"4152572d","JP","APAC","Email","Mobile"
"5138dc53","US","NA","Direct","Desktop"
"5c937387","JP","APAC","Direct","Desktop"
"86f3542a","KR","APAC","Direct","Desktop"
"3d9d8681","US","NA","Direct","Desktop"
"5597509","US","NA","Email","Mobile"
"52198045","PE","LATAM","Direct","Desktop"
"418ff516","MX","LATAM","Direct","Desktop"
"04ed5de4","US","NA","Direct","Desktop"
"0e747f62","DE","EMEA","Direct","Mobile"
"1f97b6d5","FR","EMEA","Direct","Desktop"
"356cd463","US","NA","Email","Mobile"
"40d42f62","PT","EMEA","Direct","Desktop"
"746cdde1","TT","NA","Direct","Mobile"
"4e9d12ce","US","NA","Direct","Desktop"
"746cdde1","ID","APAC","Direct","Desktop"
"584518b2","MK","EMEA","Direct","Desktop"
"5db61467","GB","EMEA","Affiliate","Unknown"
"684b89e0","US","NA","Direct","Mobile"
"6af0f6a6","US","NA","Direct","Desktop"
"a5ff88ba","MC","EMEA","Direct","Desktop"
"94d88358","IE","EMEA","Email","Mobile"
"b2a97499","GB","EMEA","Direct","Desktop"
"bbdc8f02","US","NA","Direct","Desktop"
"cb9dfc10","US","NA","Direct","Mobile"
"d08ffd44","NZ","APAC","Direct","Mobile"
"d482de7f","US","NA","Direct","Desktop"
"d5618d61","AR","LATAM","Direct","Desktop"
"e8a13e5e","DE","EMEA","Direct","Desktop"
"a7771c22","JP","APAC","Direct","Desktop"
"f1705612","US","NA","Social Media","Tablet"
"9.70E+05","GB","EMEA","Direct","Desktop"
"5f4f7803","US","NA","Direct","Desktop"
"a72cf082","FI","EMEA","Direct","Desktop"
"bb7a5bce","JP","APAC","Email","Mobile"
"d2d1a5d5","BR","LATAM","Direct","Desktop"
"16ab2fda","SE","EMEA","Direct","Desktop"
"b3ce0d3d","US","NA","Direct","Desktop"
"16a07545","US","NA","Direct","Desktop"
"1a6e35c7","BR","LATAM","Direct","Desktop"
"20967c19","US","NA","Direct","Mobile"
"216f8cca","IL","EMEA","Direct","Desktop"
"bd21fbfc","US","NA","Direct","Desktop"
"48e9bfe1","US","NA","Email","Mobile"
"587ea69e","US","NA","Direct","Desktop"
"ddd20890","GB","EMEA","Direct","Mobile"
"60ac21cf","US","NA","Email","Mobile"
"615a155d","US","NA","Direct","Mobile"
"62cc65d9","US","NA","Social Media","Tablet"
"6c707236","AU","APAC","Direct","Desktop"
"731e988f","PE","LATAM","Direct","Desktop"
"38bd3731","US","NA","Email","Mobile"
"97235af9","US","NA","Direct","Desktop"
"99cc1765","US","NA","Email","Mobile"
"a8502491","US","NA","Affiliate","Unknown"
"48f56405","HR","EMEA","Affiliate","Unknown"
"cfa2ef3d","AU","APAC","Direct","Desktop"
"d9dc6077","JP","APAC","Direct","Desktop"
"daa2f88f","US","NA","Direct","Desktop"
"40320163","MX","LATAM","Email","Mobile"
"05dc958a","CH","EMEA","Direct","Desktop"
"314e1c61","JP","APAC","Direct","Desktop"
"3276286d","US","NA","Direct","Desktop"
"35ac273a","US","NA","Direct","Desktop"
"56f5c6d0","US","NA","Direct","Desktop"
"702d423b","US","NA","Direct","Desktop"
"51cad85a","JP","APAC","Direct","Desktop"
"b6122581","US","NA","Direct","Desktop"
"4fa83166","IT","EMEA","Email","Mobile"
"74b9e032","US","NA","Direct","Desktop"
"81295de4","US","NA","Direct","Mobile"
"becdfa77","JP","APAC","Direct","Desktop"
"e134ddce","US","NA","Direct","Desktop"
"eb98e1fc","CA","NA","Direct","Desktop"
"bf7264f3","HK","APAC","Email","Mobile"
"55c81c0b","US","NA","Direct","Desktop"
"6d490d2a","IL","EMEA","Direct","Desktop"
"8b7beb17","US","NA","Direct","Desktop"
"9eb8972b","IT","EMEA","Direct","Desktop"
"7493a0b1","US","NA","Direct","Mobile"
"9fc08758","US","NA","Direct","Desktop"
"7943649b","DK","EMEA","Direct","Desktop"
"809523cb","DE","EMEA","Direct","Desktop"
"867580b2","NL","EMEA","Direct","Desktop"
"f183e406","NG","EMEA","Direct","Desktop"
"89cc36f3","US","NA","Direct","Desktop"
"9344ba6d","GB","EMEA","Direct","Desktop"
"95425a81","GB","EMEA","Direct","Mobile"
"95c47b3a","TZ","EMEA","Email","Mobile"
"9e5156db","US","NA","Unknown","Unknown"
"a11c92d3","GB","EMEA","Direct","Desktop"
"a731fbe4","US","NA","Direct","Desktop"
"abb97676","NO","EMEA","Direct","Desktop"
"18aff813","IN","APAC","Email","Mobile"
"18aff813","US","NA","Direct","Desktop"
"c0b6dd23","GB","EMEA","Direct","Desktop"
"d5891858","US","NA","Direct","Desktop"
"d8b096ce","US","NA","Email","Mobile"
"dd91e0d2","US","NA","Email","Mobile"
"f8ec81ea","IT","EMEA","Direct","Desktop"
"7dccd52e","GB","EMEA","Direct","Desktop"
"fbe55d88","BR","LATAM","Direct","Desktop"
"88404615","AU","APAC","Direct","Desktop"
"11301e7c","DE","EMEA","Direct","Desktop"
"03f888ab","US","NA","Direct","Desktop"
"f9125ea3","US","NA","Direct","Desktop"
"15fde76c","DE","EMEA","Direct","Desktop"
"23e4318c","US","NA","Direct","Desktop"
"5b7d61f5","US","NA","Direct","Desktop"
"6bbcc263","US","NA","Direct","Desktop"
"ed1cb6b2","UA","EMEA","Direct","Desktop"
"f4fc83ae","US","NA","Direct","Mobile"
"1a36bdb0","US","NA","Direct","Mobile"
"1df4ddb5","US","NA","Direct","Desktop"
"ca51d578","GB","EMEA","Direct","Desktop"
"265cb014","GB","EMEA","Direct","Desktop"
"2746bae4","IT","EMEA","Direct","Desktop"
"3b4abd5d","US","NA","Direct","Desktop"
"ca51d578","CA","NA","Direct","Desktop"
"3f0742bb","CA","NA","Direct","Desktop"
"458e2792","US","NA","Direct","Desktop"
"4bec38a6","US","NA","Email","Mobile"
"d03a626a","CA","NA","Direct","Desktop"
"5e4fd7f0","US","NA","Direct","Mobile"
"6bdda2f6","US","NA","Direct","Mobile"
"6dd06703","ES","EMEA","Email","Mobile"
"394d07b5","US","NA","Direct","Desktop"
"9f1176a3","US","NA","Direct","Desktop"
"a42a941c","JP","APAC","Direct","Desktop"
"a5ae33fd","US","NA","Direct","Desktop"
"c54dd5f0","US","NA","Direct","Desktop"
"d11c9358","US","NA","Direct","Desktop"
"d4c83a14","GB","EMEA","Email","Mobile"
"d85d6b6b","BE","EMEA","Direct","Desktop"
"de90240c","BE","EMEA","Direct","Desktop"
"e18d14fc","US","NA","Direct","Desktop"
"39978061","US","NA","Direct","Desktop"
"5.48E+39","TH","APAC","Direct","Desktop"
"08ee8ec0","GB","EMEA","Direct","Desktop"
"0efad5d2","US","NA","Email","Mobile"
"8a328a1d","US","NA","Direct","Desktop"
"91778fc2","US","NA","Direct","Desktop"
"2e084f44","DE","EMEA","Direct","Desktop"
"3cc265d4","FR","EMEA","Direct","Desktop"
"87e7f723","PE","LATAM","Direct","Desktop"
"aaa58946","NL","EMEA","Direct","Desktop"
"db63e421","US","NA","Direct","Desktop"
"01d08234","US","NA","Direct","Desktop"
"18a41104","US","NA","Direct","Desktop"
"29f32f9a","US","NA","Direct","Desktop"
"43d22140","US","NA","Direct","Desktop"
"716d4f55","US","NA","Direct","Desktop"
"9db00b07","US","NA","Direct","Desktop"
"4f17c482","US","NA","Email","Mobile"
"6620d07a","DE","EMEA","Direct","Mobile"
"67204f2d","US","NA","Direct","Desktop"
"af24332c","BE","EMEA","Direct","Desktop"
"84293bd9","AE","EMEA","Email","Mobile"
"888ceb82","US","NA","Direct","Desktop"
"896f072a","MX","LATAM","Direct","Desktop"
"8c7c39b9","PE","LATAM","Direct","Desktop"
"964e65ec","US","NA","Email","Mobile"
"9a436b61","US","NA","Direct","Desktop"
"9f7c1f5e","NL","EMEA","Direct","Desktop"
"9f7c1f5e","MX","LATAM","Email","Mobile"
"a538dd09","IN","APAC","Direct","Desktop"
"fd315cc9","PA","LATAM","Direct","Desktop"
"a8ab8a67","US","NA","Email","Mobile"
"d1dc42da","CO","LATAM","Direct","Mobile"
"cca2ff5f","US","NA","Direct","Desktop"
"d6f6aa58","FI","EMEA","Direct","Mobile"
"d0b2445b","US","NA","Direct","Desktop"
"e07b1121","FR","EMEA","Direct","Desktop"
"e07b1121","US","NA","Affiliate","Unknown"
"7c77e430","IN","APAC","Direct","Desktop"
"a855e134","US","NA","Direct","Desktop"
"ab569733","US","NA","Direct","Desktop"
"de511725","US","NA","Direct","Desktop"
"1c465713","US","NA","Direct","Desktop"
"1ee72541","AU","APAC","Direct","Desktop"
"f12f56e6","ES","EMEA","Email","Mobile"
"d6f6aa58","US","NA","Direct","Desktop"
"0bbcc1b5","CA","NA","Direct","Mobile"
"1712c359","MX","LATAM","Direct","Desktop"
"40031d7c","US","NA","Direct","Mobile"
"404cd6bd","AU","APAC","Direct","Desktop"
"43c1dd87","US","NA","Email","Mobile"
"4599b633","US","NA","Email","Mobile"
"4731dbc2","MX","LATAM","Email","Mobile"
"38ed71f8","BE","EMEA","Direct","Desktop"
"6e88ff1c","RO","EMEA","Direct","Desktop"
"68f63e2d","AU","APAC","Direct","Desktop"
"6a172430","UA","EMEA","Email","Mobile"
"6c01f44e","JP","APAC","Direct","Desktop"
"7cb5e717","MD","EMEA","Direct","Desktop"
"7f2a4226","ES","EMEA","Direct","Desktop"
"81d640ae","US","NA","Social Media","Tablet"
"8aff5561","CA","NA","Email","Mobile"
"985d69e3","AU","APAC","Email","Mobile"
"a5f0a626","US","NA","Email","Mobile"
"3e3cdd69","NL","EMEA","Direct","Desktop"
"3e3cdd69","CH","EMEA","Direct","Desktop"
"4ee29752","US","NA","Direct","Desktop"
"68bd8510","HK","APAC","Direct","Desktop"
"858f6022","GB","EMEA","Direct","Desktop"
"9af25136","GB","EMEA","Direct","Desktop"
"d7adf2da","FR","EMEA","Direct","Desktop"
"376e1304","US","NA","Direct","Desktop"
"13253105","GB","EMEA","Direct","Desktop"
"73e30d8e","DE","EMEA","Direct","Desktop"
"5e60b61c","EG","EMEA","Direct","Mobile"
"b7bbfa3d","US","NA","Direct","Desktop"
"db853399","IL","EMEA","Direct","Desktop"
"e8b7a50b","MX","LATAM","Direct","Desktop"
"74449091","US","NA","Direct","Desktop"
"78476797","US","NA","Direct","Desktop"
"0f3332bf","KR","APAC","Direct","Desktop"
"12bc138a","US","NA","Direct","Mobile"
"2703423b","US","NA","Direct","Mobile"
"c322bdce","BR","LATAM","Direct","Desktop"
"46bdbd8f","JP","APAC","Direct","Desktop"
"12ca1cb0","GB","EMEA","Email","Mobile"
"a5e26202","US","NA","Direct","Desktop"
"75d43a5c","FR","EMEA","Direct","Desktop"
"8697f565","US","NA","Direct","Desktop"
"b45a60c1","FI","EMEA","Direct","Desktop"
"089cc1c7","DK","EMEA","Direct","Desktop"
"a8624ff0","US","NA","Direct","Desktop"
"b426a8df","US","NA","Direct","Desktop"
"c65feccb","US","NA","Direct","Desktop"
"cdf51876","DE","EMEA","Direct","Mobile"
"d8daa340","US","NA","Direct","Desktop"
"e37e1c79","CL","LATAM","Direct","Mobile"
"68883905","US","NA","Email","Mobile"
"07fc869a","US","NA","Direct","Desktop"
"16b53d88","AT","EMEA","Direct","Desktop"
"bf3dc3ed","US","NA","Direct","Desktop"
"39d02c3f","US","NA","Direct","Desktop"
"43f86032","FR","EMEA","Direct","Desktop"
"f3ea03ab","US","NA","Direct","Desktop"
"7296d4f1","US","NA","Direct","Desktop"
"7c28219e","US","NA","Direct","Desktop"
"264128ca","PL","EMEA","Direct","Desktop"
"286050da","US","NA","Email","Mobile"
"2a28c91e","JP","APAC","Direct","Desktop"
"0b68e5bf","US","NA","Social Media","Tablet"
"3b314615","MT","EMEA","Email","Mobile"
"3fb5ba62","CA","NA","Direct","Desktop"
"3f63ff6a","SG","APAC","Direct","Desktop"
"41a906c7","US","NA","Direct","Desktop"
"58459ade","US","NA","Direct","Desktop"
"6277defd","NI","LATAM","Direct","Desktop"
"5a3807bf","US","NA","Direct","Desktop"
"744ead46","US","NA","Email","Mobile"
"758dad87","US","NA","Direct","Desktop"
"b3176997","FR","EMEA","Direct","Desktop"
"897c2e7c","US","NA","Direct","Mobile"
"e836a355","US","NA","Direct","Desktop"
"95ee43e0","BR","LATAM","Direct","Desktop"
"97a1dff8","US","NA","Direct","Desktop"
"a4f9c5eb","US","NA","Email","Mobile"
"a676e905","US","NA","Direct","Desktop"
"f4a12bb4","CA","NA","Direct","Desktop"
"ad091d27","US","NA","Direct","Mobile"
"14f817aa","US","NA","Direct","Desktop"
"1dc957e3","CA","NA","Email","Mobile"
"e856014a","AR","LATAM","Direct","Desktop"
"ee4de0b0","CA","NA","Direct","Desktop"
"f9c27141","US","NA","Direct","Mobile"
"01b2ab66","BR","LATAM","Email","Mobile"
"17a13ca6","US","NA","Direct","Desktop"
"1b5fb108","DK","EMEA","Direct","Desktop"
"2a185caa","JP","APAC","Direct","Desktop"
"0a68eb9f","US","NA","Email","Mobile"
"167f1bde","US","NA","Email","Mobile"
"4fdc8a5d","US","NA","Direct","Mobile"
"5ca651c9","CA","NA","Direct","Desktop"
"73bb55f5","JP","APAC","Direct","Desktop"
"810a4e39","JP","APAC","Direct","Desktop"
"95c47b3a","SE","EMEA","Direct","Desktop"
"2b3153b5","US","NA","Direct","Desktop"
"354f0e76","US","NA","Email","Mobile"
"2f0b8b5d","US","NA","Email","Mobile"
"3b89cfed","HU","EMEA","Direct","Desktop"
"3babd866","HU","EMEA","Direct","Desktop"
"4e84dad3","BR","LATAM","Direct","Desktop"
"8a10e9bf","US","NA","Email","Mobile"
"5f6607fd","US","NA","Email","Mobile"
"6380b377","US","NA","Email","Mobile"
"934b97b4","US","NA","Direct","Desktop"
"726cc1bf","MX","LATAM","Direct","Desktop"
"7f774e31","US","NA","Direct","Desktop"
"954d6026","US","NA","Direct","Desktop"
"91e41085","IL","EMEA","Social Media","Tablet"
"92393ef7","IL","EMEA","Social Media","Tablet"
"b021fc8f","US","NA","Direct","Desktop"
"b698bf3a","CO","LATAM","Direct","Desktop"
"b9db0f8d","US","NA","Direct","Desktop"
"bf35630b","DE","EMEA","Direct","Desktop"
"c75e0864","BE","EMEA","Direct","Desktop"
"caf3b21e","CA","NA","Email","Mobile"
"fb3ff0ab","US","NA","Direct","Desktop"
"ff9926d0","US","NA","Email","Mobile"
"077af78b","HK","APAC","Direct","Desktop"
"080d61e0","DE","EMEA","Direct","Desktop"
"0b1c9a5f","ZA","EMEA","Affiliate","Unknown"
"10981fcc","GB","EMEA","Email","Mobile"
"10981fcc","US","NA","Direct","Desktop"
"a2298159","FR","EMEA","Direct","Desktop"
"fc628964","US","NA","Direct","Desktop"
"93244f53","US","NA","Direct","Desktop"
"343fa97f","US","NA","Affiliate","Unknown"
"48fb93c9","US","NA","Email","Mobile"
"94098b1e","BR","LATAM","Direct","Desktop"
"626f709e","US","NA","Direct","Mobile"
"1204bbfc","US","NA","Direct","Desktop"
"6806a9be","IE","EMEA","Direct","Desktop"
"8852ca36","CL","LATAM","Direct","Desktop"
"1c86b534","SI","EMEA","Direct","Desktop"
"1cd9f372","US","NA","Direct","Desktop"
"20ed82a6","US","NA","Direct","Mobile"
"2f5aa82d","US","NA","Direct","Desktop"
"2f5aa82d","AU","APAC","Direct","Mobile"
"4524da50","US","NA","Direct","Desktop"
"64fef165","GB","EMEA","Direct","Mobile"
"6ff5d1ba","US","NA","Direct","Desktop"
"9887c9e8","US","NA","Direct","Desktop"
"a47bc552","BR","LATAM","Direct","Desktop"
"a4cbd287","US","NA","Email","Mobile"
"c33b6351","TH","APAC","Direct","Desktop"
"fdb108ee","US","NA","Affiliate","Unknown"
"fdb108ee","US","NA","Direct","Mobile"
"ceca6435","US","NA","Direct","Desktop"
"17dd0ccd","JP","APAC","Email","Mobile"
"d17773eb","US","NA","Email","Mobile"
"e11f34a2","US","NA","Direct","Desktop"
"f97fa921","RU","APAC","Direct","Desktop"
"12984909","DE","EMEA","Direct","Mobile"
"8.74E+101","FR","EMEA","Email","Mobile"
"f155d833","JP","APAC","Direct","Desktop"
"fae6e10a","CO","LATAM","Direct","Desktop"
"08ee8ec0","US","NA","Email","Mobile"
"32d07fff","US","NA","Email","Mobile"
"32d07fff","BR","LATAM","Direct","Desktop"
"36e91091","GB","EMEA","Direct","Desktop"
"15a031b8","US","NA","Email","Mobile"
"29115ee7","GB","EMEA","Direct","Desktop"
"56fb7f47","IL","EMEA","Direct","Desktop"
"3b0858f4","US","NA","Direct","Desktop"
"47eb3347","AT","EMEA","Direct","Mobile"
"557f6e98","GB","EMEA","Direct","Desktop"
"55b7a757","RO","EMEA","Direct","Desktop"
"7623a0d2","CA","NA","Affiliate","Unknown"
"63d7ae2f","US","NA","Direct","Desktop"
"66ff17de","US","NA","Email","Mobile"
"a7ee8255","AU","APAC","Direct","Desktop"
"6db6d6db","IL","EMEA","Direct","Desktop"
"f29f74db","US","NA","Email","Mobile"
"1a3a6b18","GB","EMEA","Direct","Desktop"
"a2e89a54","GB","EMEA","Direct","Desktop"
"ad4f68ed","US","NA","Direct","Desktop"
"ae0309dd","JP","APAC","Email","Mobile"
"1a3a6b18","GB","EMEA","Direct","Desktop"
"be270496","AU","APAC","Affiliate","Unknown"
"d6a1e6ec","KW","EMEA","Email","Mobile"
"da3fc7ea","US","NA","Direct","Desktop"
"e2b5a628","GB","EMEA","Direct","Desktop"
